name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754509754471324596,1754509754543094873,71770277
ArborX::Sorting,user_region,1754509754468044775,1754509754543098273,75053498
ArborX::DBSCAN::dense_cells,user_region,1754509754408810921,1754509754836781124,427970203
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754509754842923495,1754509754861519290,18595795
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754509754861521610,1754509754871169662,9648052
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754509754873305332,1754509754923460194,50154862
ArborX::Sorting,user_region,1754509754871174952,1754509754923463634,52288682
ArborX::BVH::BVH::sort_linearized_order,user_region,1754509754871172032,1754509754923465744,52293712
ArborX::BVH::BVH::generate_hierarchy,user_region,1754509754923469224,1754509754992358871,68889647
ArborX::BVH::BVH,user_region,1754509754842920565,1754509754995334392,152413827
ArborX::DBSCAN::tree_construction,user_region,1754509754836783754,1754509754995337142,158553388
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754509755005361494,1754509755033470731,28109237
ArborX::Sorting,user_region,1754509755001112263,1754509755033474311,32362048
ArborX::BVH::query::spatial::compute_permutation,user_region,1754509754995381612,1754509755034982141,39600529
ArborX::BVH::query::spatial,user_region,1754509754995379102,1754509756424325495,1428946393
ArborX::DBSCAN::clusters::query,user_region,1754509754995342232,1754509756424328685,1428986453
ArborX::DBSCAN::clusters,user_region,1754509754995339982,1754509756582525724,1587185742
ArborX::DBSCAN,user_region,1754509754408763581,1754509756582527584,2173764003
DBSCANCalculation,user_region,1754509754408753841,1754509756584119364,2175365523
