name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754510114098756785,1754510114171049257,72292472
ArborX::Sorting,user_region,1754510114095326801,1754510114171052797,75725996
ArborX::DBSCAN::dense_cells,user_region,1754510114017955453,1754510114469340977,451385524
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754510114476601435,1754510114495239286,18637851
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754510114495243556,1754510114505352158,10108602
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754510114507731180,1754510114558157077,50425897
ArborX::Sorting,user_region,1754510114505359448,1754510114558160487,52801039
ArborX::BVH::BVH::sort_linearized_order,user_region,1754510114505356108,1754510114558162777,52806669
ArborX::BVH::BVH::generate_hierarchy,user_region,1754510114558166607,1754510114627255536,69088929
ArborX::BVH::BVH,user_region,1754510114476598035,1754510114630667270,154069235
ArborX::DBSCAN::tree_construction,user_region,1754510114469345077,1754510114630671120,161326043
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754510114641749803,1754510114670520615,28770812
ArborX::Sorting,user_region,1754510114636543857,1754510114670525125,33981268
ArborX::BVH::query::spatial::compute_permutation,user_region,1754510114630732200,1754510114672462698,41730498
ArborX::BVH::query::spatial,user_region,1754510114630729210,1754510116073044653,1442315443
ArborX::DBSCAN::clusters::query,user_region,1754510114630676950,1754510116073049553,1442372603
ArborX::DBSCAN::clusters,user_region,1754510114630674460,1754510116265353482,1634679022
ArborX::DBSCAN,user_region,1754510114017901693,1754510116265355992,2247454299
DBSCANCalculation,user_region,1754510114017891903,1754510116267182334,2249290431
