time_epoch_ns,power_w
1754509972916765117,97.210000
1754509972942321637,97.210000
1754509972955316952,97.210000
1754509972977316521,97.210000
1754509973003319281,97.210000
1754509973015314685,97.210000
1754509973035318123,97.210000
1754509973055319621,97.153000
1754509973078325559,97.153000
1754509973095321566,97.153000
1754509973115323794,97.153000
1754509973135322411,97.153000
1754509973155323449,96.628000
1754509973179316818,96.628000
1754509973195317004,96.628000
1754509973215320112,96.628000
1754509973235323020,96.628000
1754509973255316557,97.210000
1754509973280321397,97.210000
1754509973295319123,97.210000
1754509973315322891,97.210000
1754509973335323748,97.210000
1754509973355324846,96.726000
1754509973381320106,96.726000
1754509973395317671,96.726000
1754509973415316759,96.726000
1754509973444323240,97.210000
1754509973455319034,97.210000
1754509973482318415,97.210000
1754509973495316900,97.210000
1754509973515324577,97.210000
1754509973535322805,97.210000
1754509973555318273,96.628000
1754509973583319074,96.628000
1754509973595322468,96.628000
1754509973615321516,96.628000
1754509973635319613,96.628000
1754509973655320521,97.112000
1754509973684315202,97.112000
1754509973695315747,97.112000
1754509973715321994,97.112000
1754509973735321292,97.112000
1754509973755316880,96.241000
1754509973785321071,96.241000
1754509973796320895,96.241000
1754509973815316703,96.241000
1754509973835324170,96.241000
1754509973855322388,97.210000
1754509973875360676,97.210000
1754509973895320063,97.210000
1754509973915321631,97.210000
1754509973935319039,97.210000
1754509973955326096,96.143000
1754509973975321724,96.143000
1754509973997324303,96.143000
1754509974015321630,96.143000
1754509974035318637,96.143000
1754509974055318545,96.726000
1754509974075319603,96.726000
1754509974098318511,96.726000
1754509974115319798,96.726000
1754509974135318206,96.726000
1754509974155323993,96.184000
1754509974175321641,96.184000
1754509974199317220,96.184000
1754509974215321976,96.184000
1754509974235319484,96.184000
1754509974255322142,96.726000
1754509974275324550,96.726000
1754509974300323839,96.726000
1754509974315322445,96.726000
1754509974335320092,96.726000
1754509974355318370,96.143000
1754509974375320908,96.143000
1754509974401320938,96.143000
1754509974415322873,96.143000
1754509974435322311,96.143000
1754509974455329659,96.571000
1754509974475325306,96.571000
1754509974502331887,96.571000
1754509974515321492,96.571000
1754509974535324499,96.571000
1754509974555321517,96.143000
1754509974575319825,96.143000
1754509974603322975,96.143000
1754509974615320500,96.143000
1754509974635319988,96.143000
1754509974655322395,96.726000
1754509974675319773,96.726000
1754509974704323304,96.726000
1754509974715332859,96.726000
1754509974735321926,96.726000
1754509974755338884,96.241000
1754509974775319582,96.241000
1754509974805327473,96.241000
1754509974816324537,96.241000
1754509974835324505,96.241000
1754509974855319982,96.628000
1754509974875325440,96.628000
1754509974895366318,96.628000
1754509974915326345,96.628000
1754509974935319093,96.628000
1754509974955322151,95.658000
1754509974975320899,95.658000
1754509974995321446,95.658000
1754509975017321955,95.658000
1754509975035318111,95.658000
1754509975055320939,96.628000
1754509975075323757,96.628000
1754509975095316685,96.628000
1754509975118321474,96.628000
1754509975135322690,96.628000
1754509975155316448,95.658000
1754509975175319595,95.658000
1754509975195317273,95.658000
1754509975219321612,95.658000
1754509975235328218,95.658000
1754509975255326826,96.628000
1754509975275323884,96.628000
1754509975295322161,96.628000
1754509975320318561,96.628000
1754509975335318197,96.628000
1754509975355318515,95.658000
1754509975375322032,95.658000
1754509975395317690,95.658000
1754509975421324610,95.658000
1754509975435320625,95.658000
1754509975455320873,96.143000
1754509975475322391,96.143000
1754509975495319938,96.143000
1754509975522320159,96.143000
1754509975535320884,96.143000
1754509975555320261,96.143000
1754509975575318099,96.143000
1754509975595321407,96.143000
1754509975623323488,96.143000
1754509975635317072,96.143000
1754509975655316370,95.658000
1754509975675322438,95.658000
1754509975695321565,95.658000
1754509975724321517,95.658000
1754509975735315151,95.658000
1754509975760323220,96.143000
1754509975775316886,96.143000
1754509975795319204,96.143000
1754509975825322965,96.143000
1754509975836323970,96.143000
1754509975855324547,95.658000
1754509975875317475,95.658000
1754509975895315762,95.658000
1754509975915353920,95.658000
1754509975935315518,95.658000
1754509975955315095,95.658000
1754509975975318563,95.658000
1754509975995318021,95.658000
1754509976015321098,95.658000
1754509976037316307,95.658000
1754509976055319414,95.658000
1754509976075315721,95.658000
1754509976095316649,95.658000
1754509976115325637,95.658000
1754509976138325576,95.658000
1754509976155314972,95.658000
1754509976175316350,95.658000
1754509976195317058,95.658000
1754509976215320245,95.658000
1754509976239317124,95.658000
1754509976255316981,95.658000
1754509976275322558,95.658000
1754509976295324976,95.658000
1754509976315323174,95.658000
1754509976340324603,95.658000
1754509976355326169,95.658000
1754509976375320157,95.658000
1754509976395319784,95.658000
1754509976415320242,95.658000
1754509976441381852,95.658000
1754509976455320398,95.658000
1754509976475324705,95.658000
1754509976495322303,95.658000
1754509976515325741,95.658000
1754509976542328571,95.658000
1754509976555327386,95.658000
1754509976575319424,95.658000
1754509976595320681,95.658000
1754509976615321739,95.658000
1754509976643328740,95.658000
1754509976655321704,95.658000
1754509976675327332,95.658000
1754509976695321520,95.658000
1754509976715322377,95.658000
1754509976744327369,95.658000
1754509976755326053,95.658000
1754509976775323570,95.658000
1754509976795326238,95.658000
1754509976815326166,95.658000
1754509976845326617,95.658000
1754509976856325722,95.173000
1754509976875323029,95.173000
1754509976895328687,95.173000
1754509976915324784,95.173000
1754509976935364042,95.173000
1754509976955318210,95.658000
1754509976975327837,95.658000
1754509976995324705,95.658000
1754509977015327223,95.658000
1754509977035325900,95.658000
1754509977057324999,95.658000
1754509977075323506,95.658000
1754509977095331123,95.658000
1754509977115325151,95.658000
1754509977135325099,95.658000
1754509977158325198,95.658000
1754509977175318364,95.658000
1754509977195323852,95.658000
1754509977215323700,95.658000
1754509977235324117,95.658000
1754509977259325467,95.658000
1754509977275324173,95.658000
1754509977295321060,95.658000
1754509977315326268,95.658000
1754509977335321536,95.658000
1754509977360327665,95.658000
1754509977375333151,95.658000
1754509977402329861,95.658000
1754509977415324537,95.658000
1754509977435326344,95.658000
1754509977461330314,96.241000
1754509977476322610,96.241000
1754509977495325677,96.241000
1754509977515324795,96.241000
1754509977535324213,96.241000
1754509977562329453,97.405000
1754509977575328118,97.405000
1754509977595324766,97.405000
1754509977615326753,97.405000
1754509977635327671,97.405000
1754509977663329212,97.307000
1754509977675330586,97.307000
1754509977695324334,97.307000
1754509977715323042,97.307000
1754509977735328310,97.307000
1754509977764334451,97.250000
1754509977775326555,97.250000
1754509977795321842,97.250000
1754509977815327580,97.250000
1754509977835328438,97.250000
1754509977865505620,97.250000
1754509977876349124,97.250000
1754509977895413091,97.250000
1754509977915403459,97.250000
1754509977935343096,97.250000
1754509977955400424,95.173000
1754509977977371613,95.173000
1754509977997046490,95.173000
1754509978016466378,95.173000
1754509978035985925,95.173000
1754509978055422912,95.173000
1754509978079641442,95.173000
1754509978095321898,95.173000
1754509978115387016,95.173000
1754509978137325754,95.173000
1754509978156781001,95.173000
1754509978178400380,95.173000
1754509978196499987,95.173000
1754509978217448685,95.173000
1754509978238093353,95.173000
1754509978255351379,95.173000
1754509978281404529,95.173000
1754509978295688725,95.173000
1754509978315352712,95.173000
1754509978335321610,95.173000
1754509978357383619,95.173000
1754509978382416838,95.173000
1754509978395390703,95.173000
1754509978415330601,95.173000
1754509978435361019,95.173000
1754509978457492157,95.173000
1754509978483342247,95.173000
1754509978502373144,95.173000
1754509978516453380,95.173000
1754509978535466387,95.173000
1754509978555357785,95.173000
1754509978584323906,95.173000
1754509978605325824,95.173000
1754509978616594768,95.173000
1754509978641321148,95.173000
1754509978655306483,95.173000
1754509978685307515,308.857000
1754509978696304529,308.857000
1754509978715322996,308.857000
1754509978735311144,308.857000
1754509978755304591,308.857000
1754509978784335573,135.481000
1754509978795303027,135.481000
1754509978815303245,135.481000
1754509978835301362,135.481000
1754509978855303540,135.481000
1754509978875305788,127.247000
1754509978897306946,127.247000
1754509978915303163,127.247000
1754509978935310491,127.247000
1754509978955301668,127.247000
1754509978975322006,124.738000
1754509978998317525,124.738000
1754509979015306261,124.738000
1754509979035313069,124.738000
1754509979055303997,124.738000
1754509979075309304,339.547000
1754509979099311674,339.547000
1754509979115303980,339.547000
1754509979135305118,339.547000
1754509979155311055,339.547000
1754509979175314553,253.787000
1754509979200314192,253.787000
1754509979215304378,253.787000
1754509979235303916,253.787000
1754509979255304404,253.787000
1754509979275304521,296.988000
1754509979301307831,296.988000
1754509979315309657,296.988000
1754509979335305294,296.988000
1754509979355305202,296.988000
1754509979375304300,306.313000
1754509979402303360,306.313000
1754509979415303335,306.313000
1754509979435303993,306.313000
1754509979461307673,306.313000
1754509979475306528,304.409000
1754509979503304989,304.409000
1754509979515306694,304.409000
1754509979535301501,304.409000
1754509979555304849,304.409000
1754509979575304827,306.313000
1754509979604303278,306.313000
1754509979615300062,306.313000
1754509979635299240,306.313000
1754509979655301157,306.313000
1754509979675306265,308.590000
1754509979705319727,308.590000
1754509979716308461,308.590000
1754509979735301208,308.590000
1754509979755304126,308.590000
1754509979775303954,306.411000
1754509979795320581,306.411000
1754509979815300089,306.411000
1754509979835302047,306.411000
1754509979855299104,306.411000
1754509979875301852,311.248000
1754509979895300900,311.248000
1754509979917299638,311.248000
1754509979935300385,311.248000
1754509979955300593,311.248000
1754509979975302041,307.639000
1754509979995300448,307.639000
1754509980018303357,307.639000
1754509980035301384,307.639000
1754509980055305341,307.639000
1754509980075299939,310.017000
1754509980095306697,310.017000
1754509980119303636,310.017000
1754509980135303922,310.017000
1754509980155303160,310.017000
1754509980175306768,309.443000
1754509980195305775,309.443000
1754509980220305325,309.443000
1754509980235306111,309.443000
1754509980255309248,309.443000
1754509980275313206,309.541000
1754509980295307494,309.541000
1754509980321305404,309.541000
1754509980335304899,309.541000
1754509980355305327,309.541000
1754509980375305265,307.838000
1754509980395302712,307.838000
1754509980422305433,307.838000
1754509980435303888,307.838000
1754509980455311845,307.838000
1754509980485312247,307.838000
1754509980496304351,307.838000
1754509980523304781,307.838000
1754509980535302646,307.838000
1754509980555310654,307.838000
1754509980576168732,306.894000
1754509980595321949,306.894000
1754509980624310220,306.894000
1754509980635300755,306.894000
1754509980655300812,306.894000
1754509980675300740,128.233000
1754509980695301858,128.233000
1754509980725306669,128.233000
1754509980736323013,128.233000
1754509980755302071,128.233000
1754509980775302178,129.761000
1754509980795300006,129.761000
1754509980815334864,129.761000
1754509980835302181,129.761000
1754509980855304919,129.761000
1754509980875317497,121.427000
1754509980895320465,121.427000
1754509980915304772,121.427000
1754509980937303111,121.427000
1754509980955299598,121.427000
1754509980975303045,121.427000
1754509980995306363,134.418000
