name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::TreeConstruction::calculate_bounding_box_of_the_scene,parallel_reduce,1754509611182367539,1754509611237133305,54765766
ArborX::DBSCAN::compute_cell_indices,parallel_for,1754509611237806655,1754509611243368807,5562152
ArborX::Algorithms::iota,parallel_for,1754509611243774708,1754509611246457839,2683131
ArborX::Algorithms::compute_offsets_in_sorted_view,parallel_scan,1754509611317286891,1754509611334461649,17174758
Kokkos::ViewCopy-1D,parallel_for,1754509611334897239,1754509611336733910,1836671
ArborX::DBSCAN::count_points_in_dense_cells,parallel_reduce,1754509611337944511,1754509611338962891,1018380
Kokkos::View::initialization [ArborX::DBSCAN::dense_offset] via memset,parallel_for,1754509611339183001,1754509611339196521,13520
Kokkos::View::initialization [ArborX::DBSCAN::sparse_offset] via memset,parallel_for,1754509611339211411,1754509611339219081,7670
Kokkos::ViewFill-1D,parallel_for,1754509611339228191,1754509611339259151,30960
ArborX::DBSCAN::reorder_cell_indices_and_permutation,parallel_for,1754509611340270982,1754509611579590402,239319420
ArborX::Algorithms::compute_offsets_in_sorted_view,parallel_scan,1754509611587038955,1754509611592484958,5446003
Kokkos::ViewCopy-1D,parallel_for,1754509611592675678,1754509611593010958,335280
Kokkos::ViewCopy-1D,parallel_for,1754509611593916248,1754509611593918638,2390
ArborX::Algorithms::iota,parallel_for,1754509611593929568,1754509611596607380,2677812
ArborX::DBSCAN::union_find_within_each_dense_box,parallel_for,1754509611596610710,1754509611606760694,10149984
ArborX::TreeConstruction::calculate_bounding_box_of_the_scene,parallel_reduce,1754509611611834877,1754509611630318945,18484068
ArborX::SpaceFillingCurve::project_onto_space_filling_curve,parallel_for,1754509611630898875,1754509611639997089,9098214
ArborX::Algorithms::iota,parallel_for,1754509611640472410,1754509611642252250,1779840
Kokkos::ViewFill-1D,parallel_for,1754509611692012533,1754509611693850184,1837651
ArborX::TreeConstruction::generate_hierarchy,parallel_for,1754509611693853094,1754509611757596943,63743849
ArborX::SpaceFillingCurve::project_onto_space_filling_curve,parallel_for,1754509611762666506,1754509611767934008,5267502
ArborX::Algorithms::iota,parallel_for,1754509611769269079,1754509611771975590,2706511
ArborX::TreeTraversal::spatial,parallel_for,1754509611800386693,1754509613189601471,1389214778
Kokkos::View::initialization [ArborX::DBSCAN::cluster_sizes] via memset,parallel_for,1754509613209522250,1754509613210566760,1044510
ArborX::DBSCAN::finalize_labels,parallel_for,1754509613210574270,1754509613345318572,134744302
ArborX::DBSCAN::mark_noise,parallel_for,1754509613345365352,1754509613348504754,3139402
Kokkos::View::initialization [ArborX::DBSCAN::cluster_sizes] via memset,parallel_for,1754509613350804515,1754509613351840425,1035910
ArborX::DBSCAN::compute_cluster_sizes,parallel_for,1754509613351846535,1754509613481007825,129161290
ArborX::DBSCAN::compute_cluster_offset_with_filter,parallel_scan,1754509613486536107,1754509613496967152,10431045
Kokkos::ViewCopy-1D,parallel_for,1754509613497350122,1754509613497556602,206480
Kokkos::exclusive_scan_default_functors_view_api,parallel_scan,1754509613499173933,1754509613499941803,767870
ArborX::DBSCAN::compute_cluster_indices,parallel_for,1754509613500648444,1754509613627775842,127127398
