name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754509864433339656,1754509864503675812,70336156
ArborX::Sorting,user_region,1754509864430332205,1754509864503678432,73346227
ArborX::DBSCAN::dense_cells,user_region,1754509864368015573,1754509864792869827,424854254
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754509864797713270,1754509864816223409,18510139
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754509864816225249,1754509864825869464,9644215
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754509864827957515,1754509864877245689,49288174
ArborX::Sorting,user_region,1754509864825873164,1754509864877248359,51375195
ArborX::BVH::BVH::sort_linearized_order,user_region,1754509864825871204,1754509864877249839,51378635
ArborX::BVH::BVH::generate_hierarchy,user_region,1754509864877252659,1754509864945435264,68182605
ArborX::BVH::BVH,user_region,1754509864797711370,1754509864947711245,149999875
ArborX::DBSCAN::tree_construction,user_region,1754509864792872437,1754509864947713805,154841368
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754509864957268190,1754509864984473244,27205054
ArborX::Sorting,user_region,1754509864953350138,1754509864984475544,31125406
ArborX::BVH::query::spatial::compute_permutation,user_region,1754509864947748345,1754509864985599504,37851159
ArborX::BVH::query::spatial,user_region,1754509864947746595,1754509866374753173,1427006578
ArborX::DBSCAN::clusters::query,user_region,1754509864947717635,1754509866374755573,1427037938
ArborX::DBSCAN::clusters,user_region,1754509864947715965,1754509866529147281,1581431316
ArborX::DBSCAN,user_region,1754509864367983943,1754509866529148641,2161164698
DBSCANCalculation,user_region,1754509864367977043,1754509866530410192,2162433149
