name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754509508686480301,1754509508783386432,96906131
ArborX::Sorting,user_region,1754509508682221790,1754509508783390912,101169122
ArborX::DBSCAN::dense_cells,user_region,1754509508603967433,1754509509287152784,683185351
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754509509292657375,1754509509320537831,27880456
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754509509320541751,1754509509335605634,15063883
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754509509338437435,1754509509406540360,68102925
ArborX::Sorting,user_region,1754509509335613474,1754509509406544490,70931016
ArborX::BVH::BVH::sort_linearized_order,user_region,1754509509335609744,1754509509406547000,70937256
ArborX::BVH::BVH::generate_hierarchy,user_region,1754509509406551410,1754509509528135677,121584267
ArborX::BVH::BVH,user_region,1754509509292653005,1754509509531755218,239102213
ArborX::DBSCAN::tree_construction,user_region,1754509509287156894,1754509509531758978,244602084
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754509509546438851,1754509509581823779,35384928
ArborX::Sorting,user_region,1754509509541599610,1754509509581829229,40229619
ArborX::BVH::query::spatial::compute_permutation,user_region,1754509509531817368,1754509509583690279,51872911
ArborX::BVH::query::spatial,user_region,1754509509531814478,1754509512115160838,2583346360
ArborX::DBSCAN::clusters::query,user_region,1754509509531765518,1754509512115167378,2583401860
ArborX::DBSCAN::clusters,user_region,1754509509531762798,1754509512279898695,2748135897
ArborX::DBSCAN,user_region,1754509508603247483,1754509512279901345,3676653862
DBSCANCalculation,user_region,1754509508603236113,1754509512281939035,3678702922
