name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::TreeConstruction::calculate_bounding_box_of_the_scene,parallel_reduce,1754509404823865323,1754509404882867371,59002048
ArborX::DBSCAN::compute_cell_indices,parallel_for,1754509404883891262,1754509404892276336,8385074
ArborX::Algorithms::iota,parallel_for,1754509404893121096,1754509404896560788,3439692
ArborX::Algorithms::compute_offsets_in_sorted_view,parallel_scan,1754509404995019166,1754509405017276426,22257260
Kokkos::ViewCopy-1D,parallel_for,1754509405017889347,1754509405019984998,2095651
ArborX::DBSCAN::count_points_in_dense_cells,parallel_reduce,1754509405021209378,1754509405022369979,1160601
Kokkos::View::initialization [ArborX::DBSCAN::dense_offset] via memset,parallel_for,1754509405022759589,1754509405023133659,374070
Kokkos::View::initialization [ArborX::DBSCAN::sparse_offset] via memset,parallel_for,1754509405023509789,1754509405023804680,294891
Kokkos::ViewFill-1D,parallel_for,1754509405024181570,1754509405024563470,381900
ArborX::DBSCAN::reorder_cell_indices_and_permutation,parallel_for,1754509405025597830,1754509405425472574,399874744
ArborX::Algorithms::compute_offsets_in_sorted_view,parallel_scan,1754509405433999608,1754509405441534872,7535264
Kokkos::ViewCopy-1D,parallel_for,1754509405441900692,1754509405442597252,696560
Kokkos::ViewCopy-1D,parallel_for,1754509405445161843,1754509405445164643,2800
ArborX::Algorithms::iota,parallel_for,1754509405445177753,1754509405448629755,3452002
ArborX::DBSCAN::union_find_within_each_dense_box,parallel_for,1754509405448636435,1754509405466861924,18225489
ArborX::TreeConstruction::calculate_bounding_box_of_the_scene,parallel_reduce,1754509405470825026,1754509405498188469,27363443
ArborX::SpaceFillingCurve::project_onto_space_filling_curve,parallel_for,1754509405498967229,1754509405513058236,14091007
ArborX::Algorithms::iota,parallel_for,1754509405513626507,1754509405515715018,2088511
Kokkos::ViewFill-1D,parallel_for,1754509405585920532,1754509405588184073,2263541
ArborX::TreeConstruction::generate_hierarchy,parallel_for,1754509405588187233,1754509405693832774,105645541
ArborX::SpaceFillingCurve::project_onto_space_filling_curve,parallel_for,1754509405701004087,1754509405709469611,8465524
ArborX::Algorithms::iota,parallel_for,1754509405711597772,1754509405715032804,3435032
ArborX::TreeTraversal::spatial,parallel_for,1754509405753754663,1754509408013437006,2259682343
Kokkos::View::initialization [ArborX::DBSCAN::cluster_sizes] via memset,parallel_for,1754509408034247097,1754509408035545887,1298790
ArborX::DBSCAN::finalize_labels,parallel_for,1754509408035553347,1754509408253235573,217682226
ArborX::DBSCAN::mark_noise,parallel_for,1754509408253278263,1754509408258111115,4832852
Kokkos::View::initialization [ArborX::DBSCAN::cluster_sizes] via memset,parallel_for,1754509408260506476,1754509408261866367,1359891
ArborX::DBSCAN::compute_cluster_sizes,parallel_for,1754509408261870547,1754509408437446942,175576395
ArborX::DBSCAN::compute_cluster_offset_with_filter,parallel_scan,1754509408441916004,1754509408456610041,14694037
Kokkos::ViewCopy-1D,parallel_for,1754509408457055331,1754509408457578041,522710
Kokkos::exclusive_scan_default_functors_view_api,parallel_scan,1754509408458805782,1754509408459674493,868711
ArborX::DBSCAN::compute_cluster_indices,parallel_for,1754509408460608443,1754509408676128957,215520514
