name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754510729767152260,1754510729828547425,61395165
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754510729828550865,1754510729835085764,6534899
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754510729838539033,1754510729914617725,76078692
ArborX::Sorting,user_region,1754510729835106064,1754510729914621705,79515641
ArborX::BVH::BVH::sort_linearized_order,user_region,1754510729835088874,1754510729914624025,79535151
ArborX::BVH::BVH::generate_hierarchy,user_region,1754510729914627745,1754510730002361714,87733969
ArborX::BVH::BVH,user_region,1754510729767148690,1754510730007724633,240575943
ArborX::DBSCAN::tree_construction,user_region,1754510729762661071,1754510730007728293,245067222
ArborX::DBSCAN::clusters::query,user_region,1754510730011080652,1754510732309145981,2298065329
ArborX::DBSCAN::clusters,user_region,1754510730011077532,1754510732477533702,2466456170
ArborX::DBSCAN,user_region,1754510729762604751,1754510732477536192,2714931441
DBSCANCalculation,user_region,1754510729762593411,1754510732479432151,2716838740
