name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754511106921907555,1754511106992991463,71083908
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754511106992994773,1754511106999357206,6362433
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754511107002609338,1754511107078389488,75780150
ArborX::Sorting,user_region,1754511106999375146,1754511107078393288,79018142
ArborX::BVH::BVH::sort_linearized_order,user_region,1754511106999360506,1754511107078395618,79035112
ArborX::BVH::BVH::generate_hierarchy,user_region,1754511107078399298,1754511107165803815,87404517
ArborX::BVH::BVH,user_region,1754511106921904775,1754511107170975667,249070892
ArborX::DBSCAN::tree_construction,user_region,1754511106918344613,1754511107170979477,252634864
ArborX::DBSCAN::clusters::query,user_region,1754511107174319729,1754511109465362237,2291042508
ArborX::DBSCAN::clusters,user_region,1754511107174316699,1754511109634717997,2460401298
ArborX::DBSCAN,user_region,1754511106918271353,1754511109634720557,2716449204
DBSCANCalculation,user_region,1754511106918260413,1754511109636722408,2718461995
