name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754510402143642577,1754510402198078282,54435705
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754510402198080672,1754510402204090476,6009804
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754510402207076898,1754510402280761075,73684177
ArborX::Sorting,user_region,1754510402204100706,1754510402280763105,76662399
ArborX::BVH::BVH::sort_linearized_order,user_region,1754510402204092046,1754510402280764615,76672569
ArborX::BVH::BVH::generate_hierarchy,user_region,1754510402280767365,1754510402367917671,87150306
ArborX::BVH::BVH,user_region,1754510402143640717,1754510402371218003,227577286
ArborX::DBSCAN::tree_construction,user_region,1754510402141030085,1754510402371219993,230189908
ArborX::DBSCAN::clusters::query,user_region,1754510402374321435,1754510404662565145,2288243710
ArborX::DBSCAN::clusters,user_region,1754510402374319755,1754510404820642057,2446322302
ArborX::DBSCAN,user_region,1754510402140997055,1754510404820643427,2679646372
DBSCANCalculation,user_region,1754510402140989635,1754510404822008798,2681019163
