name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754510683469245077,1754510683515142850,45897773
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754510683515145240,1754510683521309904,6164664
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754510683524469926,1754510683598230578,73760652
ArborX::Sorting,user_region,1754510683521322184,1754510683598232998,76910814
ArborX::BVH::BVH::sort_linearized_order,user_region,1754510683521311864,1754510683598234848,76922984
ArborX::BVH::BVH::generate_hierarchy,user_region,1754510683598237198,1754510683684920940,86683742
ArborX::BVH::BVH,user_region,1754510683469243257,1754510683688197092,218953835
ArborX::DBSCAN::tree_construction,user_region,1754510683466465345,1754510683688198832,221733487
ArborX::DBSCAN::clusters::query,user_region,1754510683691332424,1754510685989049687,2297717263
ArborX::DBSCAN::clusters,user_region,1754510683691330664,1754510686147125859,2455795195
ArborX::DBSCAN,user_region,1754510683466429595,1754510686147127489,2680697894
DBSCANCalculation,user_region,1754510683466421615,1754510686148404320,2681982705
