name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754511071577098747,1754511071638048497,60949750
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754511071638050957,1754511071644323490,6272533
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754511071647542122,1754511071721987200,74445078
ArborX::Sorting,user_region,1754511071644338210,1754511071721989610,77651400
ArborX::BVH::BVH::sort_linearized_order,user_region,1754511071644325690,1754511071721991360,77665670
ArborX::BVH::BVH::generate_hierarchy,user_region,1754511071721994170,1754511071808984224,86990054
ArborX::BVH::BVH,user_region,1754511071577096597,1754511071812586326,235489729
ArborX::DBSCAN::tree_construction,user_region,1754511071574179595,1754511071812588536,238408941
ArborX::DBSCAN::clusters::query,user_region,1754511071815783277,1754511074107170502,2291387225
ArborX::DBSCAN::clusters,user_region,1754511071815781437,1754511074267064023,2451282586
ArborX::DBSCAN,user_region,1754511071574143405,1754511074267065453,2692922048
DBSCANCalculation,user_region,1754511071574134885,1754511074268443813,2694308928
