name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754511008444953302,1754511008512255916,67302614
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754511008512259306,1754511008518562649,6303343
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754511008521729741,1754511008597015679,75285938
ArborX::Sorting,user_region,1754511008518578609,1754511008597019119,78440510
ArborX::BVH::BVH::sort_linearized_order,user_region,1754511008518565709,1754511008597021239,78455530
ArborX::BVH::BVH::generate_hierarchy,user_region,1754511008597025139,1754511008684763503,87738364
ArborX::BVH::BVH,user_region,1754511008444949992,1754511008689452056,244502064
ArborX::DBSCAN::tree_construction,user_region,1754511008441538671,1754511008689455396,247916725
ArborX::DBSCAN::clusters::query,user_region,1754511008692737567,1754511010984454944,2291717377
ArborX::DBSCAN::clusters,user_region,1754511008692734887,1754511011151069688,2458334801
ArborX::DBSCAN,user_region,1754511008441488580,1754511011151071578,2709582998
DBSCANCalculation,user_region,1754511008441478140,1754511011152718179,2711240039
