name,type,start_time_epoch_ns,end_time_epoch_ns,duration_ns
ArborX::BVH::BVH::calculate_scene_bounding_box,user_region,1754510511998716186,1754510512053644898,54928712
ArborX::BVH::BVH::compute_linear_ordering,user_region,1754510512053647238,1754510512059736403,6089165
ArborX::KokkosExt::sortByKey::Thrust,user_region,1754510512062826135,1754510512136614621,73788486
ArborX::Sorting,user_region,1754510512059747063,1754510512136616841,76869778
ArborX::BVH::BVH::sort_linearized_order,user_region,1754510512059738093,1754510512136618341,76880248
ArborX::BVH::BVH::generate_hierarchy,user_region,1754510512136620891,1754510512223551908,86931017
ArborX::BVH::BVH,user_region,1754510511998714426,1754510512226797010,228082584
ArborX::DBSCAN::tree_construction,user_region,1754510511995982114,1754510512226799010,230816896
ArborX::DBSCAN::clusters::query,user_region,1754510512229916863,1754510514519653893,2289737030
ArborX::DBSCAN::clusters,user_region,1754510512229915013,1754510514677551953,2447636940
ArborX::DBSCAN,user_region,1754510511995949594,1754510514677553543,2681603949
DBSCANCalculation,user_region,1754510511995942014,1754510514679012465,2683070451
